group,hash,group_size,file_name,relative_path,all_duplicate_files_in_group
20,174ca9e3206bc5b82adc4cba26510b0f,8,MI(161).jpg,data/raw/ECG_MI/MI(161).jpg,data/raw/ECG_MI/MI(101).jpg | data/raw/ECG_MI/MI(11).jpg | data/raw/ECG_MI/MI(131).jpg | data/raw/ECG_MI/MI(161).jpg | data/raw/ECG_MI/MI(191).jpg | data/raw/ECG_MI/MI(221).jpg | data/raw/ECG_MI/MI(41).jpg | data/raw/ECG_MI/MI(71).jpg
20,174ca9e3206bc5b82adc4cba26510b0f,8,MI(191).jpg,data/raw/ECG_MI/MI(191).jpg,data/raw/ECG_MI/MI(101).jpg | data/raw/ECG_MI/MI(11).jpg | data/raw/ECG_MI/MI(131).jpg | data/raw/ECG_MI/MI(161).jpg | data/raw/ECG_MI/MI(191).jpg | data/raw/ECG_MI/MI(221).jpg | data/raw/ECG_MI/MI(41).jpg | data/raw/ECG_MI/MI(71).jpg
20,174ca9e3206bc5b82adc4cba26510b0f,8,MI(221).jpg,data/raw/ECG_MI/MI(221).jpg,data/raw/ECG_MI/MI(101).jpg | data/raw/ECG_MI/MI(11).jpg | data/raw/ECG_MI/MI(131).jpg | data/raw/ECG_MI/MI(161).jpg | data/raw/ECG_MI/MI(191).jpg | data/raw/ECG_MI/MI(221).jpg | data/raw/ECG_MI/MI(41).jpg | data/raw/ECG_MI/MI(71).jpg
20,174ca9e3206bc5b82adc4cba26510b0f,8,MI(41).jpg,data/raw/ECG_MI/MI(41).jpg,data/raw/ECG_MI/MI(101).jpg | data/raw/ECG_MI/MI(11).jpg | data/raw/ECG_MI/MI(131).jpg | data/raw/ECG_MI/MI(161).jpg | data/raw/ECG_MI/MI(191).jpg | data/raw/ECG_MI/MI(221).jpg | data/raw/ECG_MI/MI(41).jpg | data/raw/ECG_MI/MI(71).jpg
20,174ca9e3206bc5b82adc4cba26510b0f,8,MI(71).jpg,data/raw/ECG_MI/MI(71).jpg,data/raw/ECG_MI/MI(101).jpg | data/raw/ECG_MI/MI(11).jpg | data/raw/ECG_MI/MI(131).jpg | data/raw/ECG_MI/MI(161).jpg | data/raw/ECG_MI/MI(191).jpg | data/raw/ECG_MI/MI(221).jpg | data/raw/ECG_MI/MI(41).jpg | data/raw/ECG_MI/MI(71).jpg
21,175929461f9b25b762b29753454eb04c,2,Normal(173).jpg,data/raw/ECG_Normal/Normal(173).jpg,data/raw/ECG_Normal/Normal(173).jpg | data/raw/ECG_Normal/Normal(31).jpg
21,175929461f9b25b762b29753454eb04c,2,Normal(31).jpg,data/raw/ECG_Normal/Normal(31).jpg,data/raw/ECG_Normal/Normal(173).jpg | data/raw/ECG_Normal/Normal(31).jpg
22,1806e45a9e95f639d7f2371ebc6531e1,2,Normal(15).jpg,data/raw/ECG_Normal/Normal(15).jpg,data/raw/ECG_Normal/Normal(15).jpg | data/raw/ECG_Normal/Normal(157).jpg
22,1806e45a9e95f639d7f2371ebc6531e1,2,Normal(157).jpg,data/raw/ECG_Normal/Normal(157).jpg,data/raw/ECG_Normal/Normal(15).jpg | data/raw/ECG_Normal/Normal(157).jpg
23,1a1728f7d8a70c3fdebf7433b42d549c,2,Normal(170).jpg,data/raw/ECG_Normal/Normal(170).jpg,data/raw/ECG_Normal/Normal(170).jpg | data/raw/ECG_Normal/Normal(28).jpg
23,1a1728f7d8a70c3fdebf7433b42d549c,2,Normal(28).jpg,data/raw/ECG_Normal/Normal(28).jpg,data/raw/ECG_Normal/Normal(170).jpg | data/raw/ECG_Normal/Normal(28).jpg
24,1a4ed45da938b6964c8db0f81b8384df,2,Normal(215).jpg,data/raw/ECG_Normal/Normal(215).jpg,data/raw/ECG_Normal/Normal(215).jpg | data/raw/ECG_Normal/Normal(73).jpg
24,1a4ed45da938b6964c8db0f81b8384df,2,Normal(73).jpg,data/raw/ECG_Normal/Normal(73).jpg,data/raw/ECG_Normal/Normal(215).jpg | data/raw/ECG_Normal/Normal(73).jpg
25,1a6ee756c3409e19da8123897c34beb7,2,Normal(161).jpg,data/raw/ECG_Normal/Normal(161).jpg,data/raw/ECG_Normal/Normal(161).jpg | data/raw/ECG_Normal/Normal(19).jpg
25,1a6ee756c3409e19da8123897c34beb7,2,Normal(19).jpg,data/raw/ECG_Normal/Normal(19).jpg,data/raw/ECG_Normal/Normal(161).jpg | data/raw/ECG_Normal/Normal(19).jpg
26,1eaa2a46913a83d90a72ca30ad881c55,2,Normal(111).jpg,data/raw/ECG_Normal/Normal(111).jpg,data/raw/ECG_Normal/Normal(111).jpg | data/raw/ECG_Normal/Normal(253).jpg
26,1eaa2a46913a83d90a72ca30ad881c55,2,Normal(253).jpg,data/raw/ECG_Normal/Normal(253).jpg,data/raw/ECG_Normal/Normal(111).jpg | data/raw/ECG_Normal/Normal(253).jpg
27,20266aae4db971b398e954078dd746ce,2,Normal(135).jpg,data/raw/ECG_Normal/Normal(135).jpg,data/raw/ECG_Normal/Normal(135).jpg | data/raw/ECG_Normal/Normal(277).jpg
27,20266aae4db971b398e954078dd746ce,2,Normal(277).jpg,data/raw/ECG_Normal/Normal(277).jpg,data/raw/ECG_Normal/Normal(135).jpg | data/raw/ECG_Normal/Normal(277).jpg
28,204b7ff3dc6dce76206e5e083c2f2cf0,2,Normal(230).jpg,data/raw/ECG_Normal/Normal(230).jpg,data/raw/ECG_Normal/Normal(230).jpg | data/raw/ECG_Normal/Normal(88).jpg
28,204b7ff3dc6dce76206e5e083c2f2cf0,2,Normal(88).jpg,data/raw/ECG_Normal/Normal(88).jpg,data/raw/ECG_Normal/Normal(230).jpg | data/raw/ECG_Normal/Normal(88).jpg
29,2153522a1603d0de0b270c4c39150934,2,Normal(160).jpg,data/raw/ECG_Normal/Normal(160).jpg,data/raw/ECG_Normal/Normal(160).jpg | data/raw/ECG_Normal/Normal(18).jpg
29,2153522a1603d0de0b270c4c39150934,2,Normal(18).jpg,data/raw/ECG_Normal/Normal(18).jpg,data/raw/ECG_Normal/Normal(160).jpg | data/raw/ECG_Normal/Normal(18).jpg
30,219eef9efa14af8c8eb8aa3479416c23,2,PMI(169).jpg,data/raw/ECG_HistoryMI/PMI(169).jpg,data/raw/ECG_HistoryMI/PMI(169).jpg | data/raw/ECG_HistoryMI/PMI(83).jpg
30,219eef9efa14af8c8eb8aa3479416c23,2,PMI(83).jpg,data/raw/ECG_HistoryMI/PMI(83).jpg,data/raw/ECG_HistoryMI/PMI(169).jpg | data/raw/ECG_HistoryMI/PMI(83).jpg
31,21ef51082f712621bba22a8477ed7877,2,Normal(183).jpg,data/raw/ECG_Normal/Normal(183).jpg,data/raw/ECG_Normal/Normal(183).jpg | data/raw/ECG_Normal/Normal(41).jpg
31,21ef51082f712621bba22a8477ed7877,2,Normal(41).jpg,data/raw/ECG_Normal/Normal(41).jpg,data/raw/ECG_Normal/Normal(183).jpg | data/raw/ECG_Normal/Normal(41).jpg
32,2276476d3bcd07c6e54b349593b33974,2,PMI(117).jpg,data/raw/ECG_HistoryMI/PMI(117).jpg,data/raw/ECG_HistoryMI/PMI(117).jpg | data/raw/ECG_HistoryMI/PMI(31).jpg
32,2276476d3bcd07c6e54b349593b33974,2,PMI(31).jpg,data/raw/ECG_HistoryMI/PMI(31).jpg,data/raw/ECG_HistoryMI/PMI(117).jpg | data/raw/ECG_HistoryMI/PMI(31).jpg
33,227c27e27a7bb5e4033d8617ce94e4df,2,Normal(180).jpg,data/raw/ECG_Normal/Normal(180).jpg,data/raw/ECG_Normal/Normal(180).jpg | data/raw/ECG_Normal/Normal(38).jpg
33,227c27e27a7bb5e4033d8617ce94e4df,2,Normal(38).jpg,data/raw/ECG_Normal/Normal(38).jpg,data/raw/ECG_Normal/Normal(180).jpg | data/raw/ECG_Normal/Normal(38).jpg
34,229034a13adffabeef6e8b2a461ad3b5,8,MI(123).jpg,data/raw/ECG_MI/MI(123).jpg,data/raw/ECG_MI/MI(123).jpg | data/raw/ECG_MI/MI(153).jpg | data/raw/ECG_MI/MI(183).jpg | data/raw/ECG_MI/MI(213).jpg | data/raw/ECG_MI/MI(3).jpg | data/raw/ECG_MI/MI(33).jpg | data/raw/ECG_MI/MI(63).jpg | data/raw/ECG_MI/MI(93).jpg
34,229034a13adffabeef6e8b2a461ad3b5,8,MI(153).jpg,data/raw/ECG_MI/MI(153).jpg,data/raw/ECG_MI/MI(123).jpg | data/raw/ECG_MI/MI(153).jpg | data/raw/ECG_MI/MI(183).jpg | data/raw/ECG_MI/MI(213).jpg | data/raw/ECG_MI/MI(3).jpg | data/raw/ECG_MI/MI(33).jpg | data/raw/ECG_MI/MI(63).jpg | data/raw/ECG_MI/MI(93).jpg
34,229034a13adffabeef6e8b2a461ad3b5,8,MI(183).jpg,data/raw/ECG_MI/MI(183).jpg,data/raw/ECG_MI/MI(123).jpg | data/raw/ECG_MI/MI(153).jpg | data/raw/ECG_MI/MI(183).jpg | data/raw/ECG_MI/MI(213).jpg | data/raw/ECG_MI/MI(3).jpg | data/raw/ECG_MI/MI(33).jpg | data/raw/ECG_MI/MI(63).jpg | data/raw/ECG_MI/MI(93).jpg
34,229034a13adffabeef6e8b2a461ad3b5,8,MI(213).jpg,data/raw/ECG_MI/MI(213).jpg,data/raw/ECG_MI/MI(123).jpg | data/raw/ECG_MI/MI(153).jpg | data/raw/ECG_MI/MI(183).jpg | data/raw/ECG_MI/MI(213).jpg | data/raw/ECG_MI/MI(3).jpg | data/raw/ECG_MI/MI(33).jpg | data/raw/ECG_MI/MI(63).jpg | data/raw/ECG_MI/MI(93).jpg
34,229034a13adffabeef6e8b2a461ad3b5,8,MI(3).jpg,data/raw/ECG_MI/MI(3).jpg,data/raw/ECG_MI/MI(123).jpg | data/raw/ECG_MI/MI(153).jpg | data/raw/ECG_MI/MI(183).jpg | data/raw/ECG_MI/MI(213).jpg | data/raw/ECG_MI/MI(3).jpg | data/raw/ECG_MI/MI(33).jpg | data/raw/ECG_MI/MI(63).jpg | data/raw/ECG_MI/MI(93).jpg
34,229034a13adffabeef6e8b2a461ad3b5,8,MI(33).jpg,data/raw/ECG_MI/MI(33).jpg,data/raw/ECG_MI/MI(123).jpg | data/raw/ECG_MI/MI(153).jpg | data/raw/ECG_MI/MI(183).jpg | data/raw/ECG_MI/MI(213).jpg | data/raw/ECG_MI/MI(3).jpg | data/raw/ECG_MI/MI(33).jpg | data/raw/ECG_MI/MI(63).jpg | data/raw/ECG_MI/MI(93).jpg
34,229034a13adffabeef6e8b2a461ad3b5,8,MI(63).jpg,data/raw/ECG_MI/MI(63).jpg,data/raw/ECG_MI/MI(123).jpg | data/raw/ECG_MI/MI(153).jpg | data/raw/ECG_MI/MI(183).jpg | data/raw/ECG_MI/MI(213).jpg | data/raw/ECG_MI/MI(3).jpg | data/raw/ECG_MI/MI(33).jpg | data/raw/ECG_MI/MI(63).jpg | data/raw/ECG_MI/MI(93).jpg
34,229034a13adffabeef6e8b2a461ad3b5,8,MI(93).jpg,data/raw/ECG_MI/MI(93).jpg,data/raw/ECG_MI/MI(123).jpg | data/raw/ECG_MI/MI(153).jpg | data/raw/ECG_MI/MI(183).jpg | data/raw/ECG_MI/MI(213).jpg | data/raw/ECG_MI/MI(3).jpg | data/raw/ECG_MI/MI(33).jpg | data/raw/ECG_MI/MI(63).jpg | data/raw/ECG_MI/MI(93).jpg
35,22ac9357cb45f693e6118fa1a85d03c4,2,Normal(146).jpg,data/raw/ECG_Normal/Normal(146).jpg,data/raw/ECG_Normal/Normal(146).jpg | data/raw/ECG_Normal/Normal(4).jpg
35,22ac9357cb45f693e6118fa1a85d03c4,2,Normal(4).jpg,data/raw/ECG_Normal/Normal(4).jpg,data/raw/ECG_Normal/Normal(146).jpg | data/raw/ECG_Normal/Normal(4).jpg
36,251806b4dd368e9161a688373e464fdd,2,Normal(186).jpg,data/raw/ECG_Normal/Normal(186).jpg,data/raw/ECG_Normal/Normal(186).jpg | data/raw/ECG_Normal/Normal(44).jpg
36,251806b4dd368e9161a688373e464fdd,2,Normal(44).jpg,data/raw/ECG_Normal/Normal(44).jpg,data/raw/ECG_Normal/Normal(186).jpg | data/raw/ECG_Normal/Normal(44).jpg
37,25199be083798c3df118d9c84fa0385d,2,PMI(9).jpg,data/raw/ECG_HistoryMI/PMI(9).jpg,data/raw/ECG_HistoryMI/PMI(9).jpg | data/raw/ECG_HistoryMI/PMI(95).jpg
37,25199be083798c3df118d9c84fa0385d,2,PMI(95).jpg,data/raw/ECG_HistoryMI/PMI(95).jpg,data/raw/ECG_HistoryMI/PMI(9).jpg | data/raw/ECG_HistoryMI/PMI(95).jpg
38,2624244d1163989297ef612b3ce2f3c4,8,MI(118).jpg,data/raw/ECG_MI/MI(118).jpg,data/raw/ECG_MI/MI(118).jpg | data/raw/ECG_MI/MI(148).jpg | data/raw/ECG_MI/MI(178).jpg | data/raw/ECG_MI/MI(208).jpg | data/raw/ECG_MI/MI(238).jpg | data/raw/ECG_MI/MI(28).jpg | data/raw/ECG_MI/MI(58).jpg | data/raw/ECG_MI/MI(88).jpg
38,2624244d1163989297ef612b3ce2f3c4,8,MI(148).jpg,data/raw/ECG_MI/MI(148).jpg,data/raw/ECG_MI/MI(118).jpg | data/raw/ECG_MI/MI(148).jpg | data/raw/ECG_MI/MI(178).jpg | data/raw/ECG_MI/MI(208).jpg | data/raw/ECG_MI/MI(238).jpg | data/raw/ECG_MI/MI(28).jpg | data/raw/ECG_MI/MI(58).jpg | data/raw/ECG_MI/MI(88).jpg
38,2624244d1163989297ef612b3ce2f3c4,8,MI(178).jpg,data/raw/ECG_MI/MI(178).jpg,data/raw/ECG_MI/MI(118).jpg | data/raw/ECG_MI/MI(148).jpg | data/raw/ECG_MI/MI(178).jpg | data/raw/ECG_MI/MI(208).jpg | data/raw/ECG_MI/MI(238).jpg | data/raw/ECG_MI/MI(28).jpg | data/raw/ECG_MI/MI(58).jpg | data/raw/ECG_MI/MI(88).jpg
38,2624244d1163989297ef612b3ce2f3c4,8,MI(208).jpg,data/raw/ECG_MI/MI(208).jpg,data/raw/ECG_MI/MI(118).jpg | data/raw/ECG_MI/MI(148).jpg | data/raw/ECG_MI/MI(178).jpg | data/raw/ECG_MI/MI(208).jpg | data/raw/ECG_MI/MI(238).jpg | data/raw/ECG_MI/MI(28).jpg | data/raw/ECG_MI/MI(58).jpg | data/raw/ECG_MI/MI(88).jpg
38,2624244d1163989297ef612b3ce2f3c4,8,MI(238).jpg,data/raw/ECG_MI/MI(238).jpg,data/raw/ECG_MI/MI(118).jpg | data/raw/ECG_MI/MI(148).jpg | data/raw/ECG_MI/MI(178).jpg | data/raw/ECG_MI/MI(208).jpg | data/raw/ECG_MI/MI(238).jpg | data/raw/ECG_MI/MI(28).jpg | data/raw/ECG_MI/MI(58).jpg | data/raw/ECG_MI/MI(88).jpg
